productId,brandName,productName,price,discountRate,currentlyViewing,currentlyBuying,ranking,trending,colors,date,category
4531994,스파오,베이직 패딩,54522,22,2100,336,1,1,,2024120120,outers
4633419,노스페이스,NJ1DQ51J 화이트라벨 노벨티 눕시 RDS 다운 자켓_BLACK,398000,0,2000,86,2,0,black | 화이트,2024120120,outers
4286631,노스페이스,NJ3NQ53A 남성 눕시 온볼 자켓_BLACK,249000,0,1600,82,3,0,black,2024120120,outers
4469328,커버낫,24FW RDS 씨빅 오리진 숏 푸퍼 블랙,149900,32,1200,103,4,0,블랙,2024120120,outers
4403731,프렌치시크,코스에그 자수 투웨이 니트집업 가디건,17880,40,2100,489,5,1,,2024120120,outers
4619625,디스이즈네버댓,PERTEX® T Down Jacket,167300,30,1500,111,6,0,,2024120120,outers
4241903,노스페이스,NJ1DQ80J 화이트라벨 여성 노벨티 눕시 RDS 다운 자켓_BLACK,368000,0,1200,36,7,0,black | 화이트,2024120120,outers
4605203,노매뉴얼,SKADI DUCK DOWN - GLOSSY BLACK,159360,36,661,52,8,0,black,2024120120,outers
4410061,노스페이스,NJ1DQ79F 슈퍼플렉스 눕시 다운 자켓 (RDS)_REAL BLACK,386100,10,446,0,9,0,black,2024120120,outers
4604451,노스페이스,NJ1DQ91A 여성 로프티 RDS 다운 자켓_BLACK,305090,10,223,0,10,0,black,2024120120,outers
4573427,리,나일론 베이직 다운,99500,50,592,74,11,0,,2024120120,outers
4581760,티엔지티,EUROPEAN GOOSE 벌룬핏 구스다운 점퍼 (3 Color),181300,30,785,40,12,0,,2024120120,outers
4595695,노스페이스,NJ1DQ86A 여성 눕시 숏 자켓_BLACK,369000,0,308,0,13,0,black,2024120120,outers
4457974,리,우먼 크롭 숏 다운 블랙,175000,20,313,35,14,0,블랙,2024120120,outers
4266425,어반디타입,헤비 웰론 배색 후드 숏 패딩_4color,49900,54,663,71,15,0,,2024120120,outers
4464736,나이키,스포츠웨어 클럽 패딩 자켓 M - 블랙:화이트 / FB7369-010,215100,10,236,0,16,0,블랙 | 화이트,2024120120,outers
4507921,뉴발란스,NBNPE4W102 / WOMEN 액티브 숏 구스다운 (6컬러),299000,0,891,37,17,0,,2024120120,outers
4496942,브라운브레스,LIGHT DOWN HOODIE JUMPER - BLACK,131400,40,494,0,18,0,black,2024120120,outers
4605224,노매뉴얼,SKADI DUCK DOWN - MATTE BLACK,159360,36,437,32,19,0,black,2024120120,outers
4469334,커버낫,24FW RDS 씨빅 롱 다운 블랙,199900,33,117,0,20,0,블랙,2024120120,outers
4241964,스파오,베이직 롱패딩_SPJPE4VC14,79000,21,190,42,21,0,,2024120120,outers
